970,0,0,1,0,2,2,2,2,1
0,1111,4,1,0,1,5,1,12,0
7,0,986,12,1,0,3,8,15,0
0,0,3,978,1,4,0,5,12,7
2,0,4,0,938,1,5,0,3,29
5,0,0,24,0,841,8,2,10,2
6,3,0,0,6,7,930,0,6,0
1,6,14,4,5,0,0,978,2,18
4,2,3,12,5,5,5,4,932,2
9,6,2,12,13,3,1,6,7,950
