950,0,4,1,2,10,7,3,3,0
0,1098,2,4,2,4,5,0,20,0
16,18,877,13,18,2,19,16,51,2
6,5,36,808,1,89,8,16,31,10
1,2,2,2,851,3,17,5,7,92
18,15,8,37,26,714,22,12,20,20
12,7,15,0,23,14,874,10,2,1
3,17,22,6,14,2,4,910,1,49
17,25,11,19,23,25,8,9,796,41
10,6,15,18,64,12,0,42,6,836
