iter,train_loss,train_err,dev_loss,dev_err
75,1.3099013856730298e-08,0.0,1.3288022802009464e-08,0.0
76,1.2750355816806547e-08,0.0,1.2934444335698494e-08,0.0
77,1.241537090068354e-08,0.0,1.259472849615216e-08,0.0
78,1.2093355110099503e-08,0.0,1.2268161675827903e-08,0.0
79,1.1783649113598932e-08,0.0,1.1954075535687116e-08,0.0
80,1.148563489174621e-08,0.0,1.1651843605737995e-08,0.0
81,1.1198732672288233e-08,0.0,1.1360878179348634e-08,0.0
82,1.09223981274189e-08,0.0,1.1080627473118768e-08,0.0
83,1.0656119807360034e-08,0.0,1.081057302618777e-08,0.0
84,1.0399416788103252e-08,0.0,1.0550227316535347e-08,0.0
85,1.0151836513108227e-08,0.0,1.0299131573807839e-08,0.0
86,9.9129528106744918e-09,0.0,1.0056853770136239e-08,0.0
87,9.6823640711923273e-09,0.0,9.8229867729647883e-09,0.0
88,9.4596915693714782e-09,0.0,9.597146644768939e-09,0.0
89,9.244577918612365e-09,0.0,9.3789710766767905e-09,0.0
90,9.0366856458330115e-09,0.0,9.1681179441481705e-09,0.0
91,8.8356958758667074e-09,0.0,8.9642639736791343e-09,0.0
92,8.6413071162850585e-09,0.0,8.767103511268506e-09,0.0
93,8.4532341335727033e-09,0.0,8.5763473834557873e-09,0.0
94,8.2712069133072431e-09,0.0,8.3917218434850806e-09,0.0
95,8.0949696969401242e-09,0.0,8.2129675950887757e-09,0.0
96,7.9242800888978799e-09,0.0,8.0398388875319243e-09,0.0
97,7.7589082282849785e-09,0.0,7.872102676128531e-09,0.0
98,7.59863601976475e-09,0.0,7.7095378427143205e-09,0.0
99,7.4432564189219442e-09,0.0,7.5519344713458144e-09,0.0
100,7.2925727677668641e-09,0.0,7.399093174801624e-09,0.0
